id,area,gender,age,lots_of_jobs,high_PoL,good_city_culture,places_for_visitors,quality_education,public_crisis_support,good_for_kids,places_for_disadvantaged,quality_of_healthcare,safe_at_night,safe_from_accidents,safe_drinking_public_water,air_pollution_problem,good_public_transport,nice_close_places,close_groceries,easy_city_info,gov_address_citizen_issues,admin_transparent,friends_come_over_lots,lots_volunteer_activities,health_score,city_pride,happy_score,education,household_income,occupation,marital_status,religion
2766,London,female,18,2,1,4,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,2,2,2,4,5,7,2,4
2767,London,male,24,2,1,1,1,2,1,2,2,2,2,2,2,1,5,1,2,2,4,2,2,2,1,2,1,7,5,3,2,1
2768,London,female,53,3,1,1,1,4,4,4,3,4,3,3,2,1,1,3,1,1,2,3,2,1,2,3,3,4,4,9,2,8
2769,London,male,33,2,2,1,2,3,3,4,2,1,2,1,3,3,3,2,1,3,3,3,2,2,1,2,4,7,4,6,1,1
2770,London,female,58,1,1,1,1,3,3,1,3,1,2,2,1,1,1,1,1,1,3,3,2,2,1,1,1,7,4,10,2,8
2771,London,female,28,2,1,2,2,3,2,4,2,1,2,1,3,3,2,3,2,2,2,2,3,3,2,3,2,7,3,5,2,8
2772,London,male,53,1,1,1,1,1,2,2,2,5,3,2,2,2,1,2,1,1,4,4,2,2,2,2,2,7,3,6,1,8
2773,London,male,42,2,1,2,2,4,2,2,NA,2,2,4,5,1,1,3,2,2,3,3,4,4,2,1,2,4,NA,5,2,8
2774,London,female,57,5,1,2,2,4,2,NA,4,2,4,4,4,2,2,4,2,NA,4,NA,4,2,3,4,3,4,2,NA,3,1
2775,London,female,41,2,1,2,1,3,4,4,4,2,2,1,1,4,5,2,2,2,5,5,2,4,2,2,2,7,NA,6,NA,8
2776,London,male,48,2,2,4,1,2,NA,2,4,1,5,2,2,1,1,4,1,1,4,5,1,1,2,1,2,4,3,5,1,4
2777,London,male,52,2,2,1,1,1,1,1,1,3,3,2,2,2,1,2,1,1,3,2,3,5,1,2,2,6,NA,8,2,7
2778,London,female,54,4,2,2,1,4,4,2,2,2,4,3,2,2,2,2,2,2,4,2,4,3,4,2,2,1,2,9,4,2
2779,London,female,71,NA,NA,2,4,2,2,NA,NA,2,4,2,2,4,2,NA,1,NA,NA,NA,NA,NA,3,3,2,7,2,10,1,2
2780,London,male,42,2,2,2,2,2,2,2,3,3,5,4,4,1,2,4,2,2,4,4,2,2,2,2,2,4,3,6,1,2
2781,London,male,23,2,1,2,2,3,2,2,4,2,2,4,4,2,4,3,2,2,1,4,2,2,4,4,2,4,NA,5,2,8
2782,London,male,35,2,1,2,2,NA,4,4,2,4,4,2,2,1,2,2,2,2,2,4,2,3,3,2,2,7,3,3,1,NA
2783,London,female,42,1,1,1,2,3,5,4,5,5,5,4,4,4,5,5,1,3,5,5,2,2,1,1,1,6,4,8,2,1
2784,London,male,29,2,1,2,2,3,3,2,1,3,2,1,3,1,1,3,1,1,3,4,2,1,NA,3,2,NA,NA,NA,NA,NA
2785,London,female,77,NA,1,2,2,3,3,4,4,5,4,NA,NA,1,2,2,2,NA,4,4,2,2,3,2,2,NA,3,10,1,3
2786,London,female,59,1,2,1,1,5,1,2,3,2,1,1,1,2,2,4,1,2,3,4,2,2,1,1,2,7,4,2,2,8
2787,London,female,80,NA,2,2,2,4,NA,4,2,4,4,2,2,2,2,4,2,2,2,4,2,2,3,4,1,2,3,10,4,7
2788,London,female,51,2,1,1,4,5,4,3,5,5,5,4,2,1,3,2,2,2,2,1,4,2,1,2,1,4,3,3,2,8
2789,London,male,47,2,1,1,1,1,1,1,NA,NA,4,1,4,1,1,2,2,2,2,2,3,2,1,1,1,7,3,5,2,7
2790,London,female,28,2,1,1,1,1,4,2,1,1,1,1,3,3,4,2,2,2,2,2,3,2,1,1,1,7,3,5,2,7
2791,London,male,21,2,2,4,2,2,4,4,1,1,1,1,1,1,1,1,3,2,3,2,4,2,4,1,5,7,1,2,2,6
2792,London,female,43,1,1,1,1,1,1,1,3,3,2,2,2,2,1,2,1,1,4,4,2,2,2,2,2,7,3,6,1,8
2793,London,female,32,1,1,1,1,4,2,3,4,2,4,2,2,2,1,1,2,2,4,4,4,3,1,1,1,7,4,5,5,8
2794,London,male,57,4,2,2,1,5,4,4,4,2,4,2,4,2,4,4,2,2,4,4,2,2,4,1,3,7,4,10,4,2
2795,London,female,35,1,2,1,2,3,3,NA,1,1,1,1,2,2,2,2,2,2,3,3,2,3,1,1,1,4,3,3,1,1
2796,London,female,70,2,2,2,2,2,2,2,4,2,2,NA,4,2,2,2,4,2,NA,NA,2,2,2,2,2,5,3,3,5,8
2797,London,female,39,2,1,2,2,4,NA,2,2,2,4,2,4,1,2,2,2,2,4,4,2,2,2,1,1,4,3,2,5,8
2798,London,male,63,NA,NA,2,4,2,2,NA,NA,2,4,2,2,4,2,NA,1,NA,NA,NA,NA,NA,3,3,2,7,2,10,1,2
2799,London,male,57,3,2,1,1,1,2,4,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,3,7,2,10,1,7
2800,London,male,35,3,2,2,1,1,4,2,2,4,2,4,2,1,2,4,2,2,4,4,2,2,2,1,2,4,2,10,2,4
2801,London,male,63,NA,2,1,2,NA,2,2,2,1,NA,2,2,2,1,2,2,NA,1,NA,2,2,3,1,1,5,3,10,1,1
2802,London,male,48,2,2,1,1,1,1,2,1,2,2,2,4,5,2,2,2,1,1,1,2,2,3,1,4,NA,NA,3,NA,NA
2803,London,male,30,1,2,1,2,2,4,2,3,2,2,2,1,2,1,1,1,1,3,2,4,1,1,1,2,7,3,6,1,2
2804,London,female,56,4,1,5,2,5,2,5,5,4,2,3,4,2,4,2,1,NA,5,5,5,2,3,4,5,5,3,9,2,3
2805,London,male,67,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,1,4,2,10,1,7
2806,London,male,34,4,2,2,1,3,3,3,3,2,3,2,3,2,2,2,2,3,3,4,1,1,3,1,4,4,2,4,1,7
2807,London,female,32,2,1,2,2,4,2,2,4,5,5,1,2,2,1,2,2,2,4,4,2,4,2,2,2,6,2,8,1,8
2808,London,male,50,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,3,2,2,7,3,6,1,7
2809,London,male,44,2,1,4,1,5,2,3,2,2,1,2,1,1,1,1,4,2,2,4,4,2,1,1,1,7,3,3,2,7
2810,London,male,30,2,1,2,3,2,2,2,2,4,4,2,2,1,2,2,2,2,2,4,2,3,3,2,2,7,3,3,1,NA
2811,London,female,32,1,2,1,2,1,2,2,2,1,4,4,1,1,2,1,2,1,2,3,2,1,2,3,2,4,3,6,1,2
2812,London,male,28,1,1,1,1,3,2,4,1,1,1,1,3,3,1,4,2,1,2,2,1,2,3,1,1,7,4,6,1,2
2813,London,female,52,2,2,1,1,1,NA,3,3,2,2,4,2,2,1,2,1,1,3,2,3,5,1,2,2,6,NA,8,2,7
2814,London,male,23,4,5,4,2,2,2,2,2,1,2,5,3,3,3,2,2,4,2,2,2,4,1,1,4,4,3,5,1,7
2815,London,female,56,3,1,3,2,3,2,3,4,2,3,3,2,3,2,2,2,2,2,2,2,2,4,1,2,7,3,10,2,8
2816,London,female,37,3,2,2,2,3,3,3,3,2,3,4,2,2,2,2,2,2,3,3,2,2,2,2,2,4,3,6,1,8
2817,London,female,32,2,NA,2,2,2,2,NA,NA,2,2,NA,NA,NA,1,2,4,1,2,NA,4,NA,2,1,2,7,2,10,1,1
2818,London,male,50,2,1,2,2,2,4,5,1,4,4,2,2,3,2,2,2,2,3,2,4,2,3,4,4,4,3,2,1,7
2819,London,male,20,NA,1,1,2,NA,2,4,2,1,2,2,2,2,2,2,2,4,2,2,4,4,2,4,3,4,3,6,1,1
2820,London,male,64,2,1,2,2,3,3,4,3,2,4,4,2,1,2,2,2,3,2,4,4,2,2,1,1,3,2,10,3,2
2821,London,female,36,2,1,1,1,1,3,3,2,2,2,2,2,NA,2,2,2,1,1,1,2,2,3,1,4,NA,NA,9,NA,NA
2822,London,male,50,3,2,2,3,2,1,2,2,2,2,1,2,2,4,2,2,2,4,3,2,2,2,5,1,7,NA,6,2,NA
2823,London,female,19,2,1,2,3,2,5,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,1,1,4,7,4,4,5,2
2824,London,male,61,2,2,2,2,4,3,4,3,4,2,2,4,2,3,3,2,4,4,4,4,2,3,3,3,4,2,10,1,7
2825,London,male,31,2,1,1,1,NA,NA,3,2,NA,2,2,3,2,2,2,2,1,1,NA,NA,NA,1,1,2,7,NA,NA,NA,NA
2826,London,female,32,2,2,2,2,3,3,3,4,2,4,3,2,2,2,2,2,2,3,4,2,3,1,2,2,7,3,6,1,1
2827,London,female,46,2,1,1,1,NA,NA,NA,1,2,1,2,2,2,1,2,2,1,NA,NA,2,2,3,1,1,7,3,2,1,1
2828,London,male,32,4,2,2,2,2,4,4,4,2,4,4,2,2,2,4,4,4,4,5,2,4,4,5,2,7,2,3,1,7
2829,London,male,52,2,1,5,1,2,5,2,2,2,2,NA,2,1,2,2,2,1,2,5,2,2,2,2,2,7,2,2,2,7
2830,London,female,45,1,2,1,2,3,NA,3,4,2,2,2,2,1,2,2,1,2,3,5,2,2,3,2,2,7,4,5,1,7
2831,London,male,38,2,2,2,2,2,2,2,2,2,1,2,2,NA,4,4,2,1,2,3,2,2,1,2,1,7,1,8,1,2
2832,London,male,67,2,2,2,4,4,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,10,4,1
2833,London,female,53,2,2,2,NA,5,NA,3,NA,2,3,NA,1,2,3,NA,4,4,4,4,4,2,3,NA,4,7,2,6,2,NA
2834,London,male,38,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,2,3,4,3,3,1,8
2835,London,male,39,1,1,1,1,2,2,2,1,2,1,3,3,1,2,2,2,1,2,5,2,1,1,2,2,4,3,3,2,1
2836,London,male,21,2,1,2,1,4,2,5,1,1,1,1,3,2,3,2,1,1,2,5,4,1,1,1,1,6,3,8,1,1
2837,London,female,51,1,2,1,1,1,1,1,1,2,4,1,1,3,1,1,1,NA,2,3,1,1,3,1,1,7,1,10,4,2
2838,London,female,45,2,2,4,1,2,NA,2,4,4,3,2,2,2,1,2,1,1,4,4,2,2,2,2,2,7,3,6,1,8
2839,London,male,40,4,2,1,2,1,3,3,3,2,2,3,2,2,2,5,3,2,4,3,2,4,3,4,4,4,1,6,1,7
2840,London,male,24,4,2,3,2,4,4,2,2,1,2,3,2,5,2,4,2,2,5,3,3,2,4,2,4,4,2,8,1,2
2841,London,male,51,1,1,1,1,NA,NA,4,2,2,3,2,2,2,2,2,2,2,4,4,4,3,1,1,2,7,4,5,2,8
2842,London,female,27,2,2,2,2,4,3,3,NA,4,3,3,4,2,2,2,2,2,NA,4,2,2,2,3,2,4,3,2,1,2
2843,London,female,48,1,1,1,2,4,4,4,4,3,4,2,2,1,1,3,1,2,3,5,1,2,1,1,1,4,3,3,3,7
2844,London,male,60,2,1,2,2,2,4,2,2,4,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,4,NA,10,2,NA
2845,London,female,44,2,1,2,2,1,2,2,2,4,5,2,2,3,2,2,2,2,3,2,4,2,3,4,4,4,3,2,1,7
2846,London,male,18,2,4,2,1,1,1,1,3,2,3,2,NA,2,1,NA,2,2,NA,NA,2,NA,2,2,2,5,2,5,3,8
2847,London,female,26,4,1,5,2,2,4,4,2,5,4,2,4,2,1,2,3,2,2,2,2,2,2,2,2,4,3,5,2,4
2848,London,female,46,1,3,1,1,4,3,5,1,1,3,4,2,3,1,5,1,3,4,3,4,1,3,3,1,4,2,10,1,2
2849,London,male,63,4,2,2,1,5,4,4,4,2,4,2,4,2,4,4,2,2,4,4,2,2,4,1,3,7,4,10,4,2
2850,London,female,53,1,1,2,2,5,3,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,4,3,3,2,2
2851,London,male,52,NA,2,1,1,1,NA,2,1,1,NA,NA,NA,4,1,1,1,NA,2,2,2,2,1,1,2,7,1,10,2,3
2852,London,male,53,2,1,1,1,1,1,1,1,1,3,3,2,1,1,2,2,2,2,2,3,2,1,1,1,7,3,5,2,7
2853,London,female,46,3,1,3,2,3,2,3,4,2,3,3,2,3,2,2,2,2,2,2,2,2,4,1,2,7,3,10,2,8
2854,London,female,24,1,2,1,1,5,2,2,2,2,3,2,2,2,2,2,2,2,4,4,4,3,1,1,2,7,4,9,2,8
2855,London,male,27,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,2,3,4,3,3,1,8
2856,London,male,44,2,2,2,2,3,3,1,1,1,1,3,3,2,2,2,2,2,3,4,2,3,1,2,2,7,3,6,1,1
2857,London,female,61,NA,2,2,2,4,NA,4,2,4,4,2,2,2,2,4,2,2,2,4,2,2,3,4,1,2,3,10,4,7
2858,London,female,25,1,2,1,2,2,1,2,2,2,4,2,2,2,1,2,2,NA,4,4,2,2,1,2,2,7,3,6,2,2
2859,London,female,39,NA,1,1,2,2,1,2,2,2,2,1,2,2,5,2,2,1,2,4,2,2,1,1,3,4,3,6,1,1
2860,London,female,29,2,1,1,1,4,4,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,7,3,6,1,8
2861,London,male,61,NA,1,1,1,2,3,3,3,2,5,5,2,2,4,3,4,NA,4,4,3,3,3,1,2,NA,2,10,4,1
2862,London,female,20,2,2,2,4,2,NA,2,1,4,2,2,4,4,4,2,2,2,2,2,NA,2,3,1,1,4,3,10,NA,8
2863,London,female,75,2,1,2,2,3,3,4,3,2,4,4,2,1,2,2,2,3,2,4,4,2,2,1,1,3,2,10,3,2
2864,London,male,56,NA,2,1,2,NA,2,2,2,1,NA,2,2,2,1,2,2,NA,1,NA,2,2,3,1,1,5,3,10,1,1
2865,London,female,44,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,2,2,3,1,1,7,3,2,1,1
2866,London,female,29,NA,2,NA,2,3,NA,2,3,2,4,3,4,2,2,4,2,NA,3,NA,4,NA,1,2,2,5,2,9,2,2
2867,London,female,77,2,1,1,2,NA,4,NA,4,2,1,1,1,1,2,4,5,1,3,3,2,NA,1,3,1,4,1,6,1,8
2868,London,male,30,2,2,1,2,2,4,2,2,2,4,2,4,1,2,2,2,2,4,4,2,2,2,1,1,4,3,2,5,8
2869,London,male,49,1,3,1,1,4,3,5,1,1,3,4,2,3,1,5,1,3,4,3,4,1,3,3,1,4,2,10,1,2
2870,London,female,39,2,2,2,4,1,2,NA,2,3,2,2,2,1,2,2,2,1,3,3,1,1,1,1,1,4,3,6,5,8
2871,London,female,26,1,2,1,1,5,2,2,2,2,3,2,2,2,1,1,1,1,3,3,4,3,1,1,2,7,4,9,2,8
2872,London,female,61,1,1,1,1,3,3,1,3,1,2,2,1,1,1,1,1,1,3,3,2,2,1,1,1,7,4,10,2,8
2873,London,male,51,2,1,1,1,1,NA,NA,4,3,2,2,2,1,2,2,2,1,3,3,1,1,1,1,1,4,3,6,5,8
2874,London,male,29,2,1,2,2,4,2,2,NA,2,2,4,5,1,1,3,2,2,3,3,4,4,2,1,2,4,NA,5,2,8
2875,London,female,58,4,2,1,2,2,2,2,2,2,5,3,2,1,5,3,2,4,3,3,5,2,5,4,1,4,1,10,3,2
2876,London,male,35,2,2,2,2,2,2,3,4,4,4,4,4,2,2,5,5,2,4,2,4,2,4,1,5,7,1,2,2,6
2877,London,male,35,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,NA,NA,NA,1,1,2,7,NA,NA,NA,NA
2878,London,female,60,NA,1,NA,NA,2,2,2,2,2,4,NA,2,4,NA,NA,2,NA,NA,NA,4,2,NA,NA,NA,1,1,10,4,7
2879,London,male,74,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,2,2,1,2,7,2,10,2,3
2880,London,female,42,2,2,2,NA,5,NA,2,1,2,2,2,4,5,3,NA,4,4,4,4,4,2,3,NA,4,7,2,6,2,NA
2881,London,female,28,1,1,1,2,3,5,4,5,5,5,4,4,4,2,2,2,2,2,2,3,2,1,1,1,7,4,8,2,1
2882,London,male,43,2,1,1,1,4,4,1,1,1,1,3,5,2,1,2,1,1,2,2,2,1,1,1,2,7,3,6,1,8
2883,London,female,35,2,1,2,1,1,3,3,NA,4,2,1,2,1,1,2,1,2,NA,NA,4,NA,1,1,2,4,4,3,1,NA
2884,London,male,20,3,1,3,2,2,3,3,2,2,1,2,4,3,4,3,1,2,4,4,2,3,2,2,2,6,2,8,1,8
2885,London,male,65,1,2,1,1,NA,1,2,4,1,1,1,1,1,1,2,2,1,2,4,2,1,2,1,2,7,4,10,2,7
2886,London,male,24,4,2,2,4,4,2,4,NA,2,4,5,2,2,4,2,2,2,4,NA,4,2,3,5,2,4,3,4,5,8
2887,London,male,46,1,2,1,2,2,2,4,5,2,2,2,2,1,2,2,1,2,3,5,2,2,3,2,2,7,4,5,1,7
2888,London,female,55,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,1,4,2,10,1,7
2889,London,female,72,NA,1,NA,NA,2,2,2,2,2,4,NA,2,4,NA,NA,2,NA,NA,NA,4,2,NA,NA,NA,1,1,10,4,7
2890,London,female,74,NA,2,1,2,2,2,NA,4,2,2,2,2,2,1,2,2,NA,2,NA,2,2,3,2,1,5,3,10,1,7
2891,London,male,43,2,1,2,2,3,2,2,NA,2,2,4,5,1,1,3,2,2,3,3,4,4,2,1,2,4,NA,5,2,8
2892,London,female,38,1,2,2,1,2,2,2,2,1,1,1,1,2,2,4,1,2,3,4,2,2,1,1,2,7,4,2,2,8
2893,London,female,21,2,1,2,2,2,4,5,1,4,4,2,2,3,2,2,2,2,3,2,4,2,3,4,4,4,3,2,1,7
2894,London,male,33,2,1,2,2,1,2,1,1,1,1,3,3,1,1,3,1,1,3,4,2,1,NA,3,2,NA,NA,NA,NA,NA
2895,London,male,48,1,1,1,1,1,1,3,3,2,5,2,2,1,2,3,2,NA,2,4,4,2,4,NA,NA,4,1,3,1,1
2896,London,male,73,4,1,1,1,4,3,2,4,2,2,2,1,1,2,2,1,1,3,4,2,4,1,2,2,4,3,10,NA,8
2897,London,female,67,NA,2,1,1,4,1,2,1,2,1,2,1,2,1,1,1,2,2,4,2,1,2,1,2,4,NA,10,4,2
2898,London,female,62,2,2,4,2,2,4,2,2,4,4,4,2,2,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,7
2899,London,female,30,2,2,3,2,3,4,4,3,2,4,4,NA,2,2,4,2,NA,3,4,2,NA,2,2,1,7,3,6,2,7
2900,London,male,56,NA,2,1,1,5,NA,4,2,2,4,2,2,NA,1,2,4,NA,NA,2,2,1,1,1,1,4,3,10,2,1
2901,London,female,35,1,1,1,1,4,3,4,2,2,4,1,2,NA,2,4,2,1,3,3,2,2,1,1,1,7,4,2,2,2
2902,London,male,40,1,1,1,1,3,5,2,1,2,2,4,2,1,3,2,2,2,3,5,2,2,2,1,1,7,4,3,2,3
2903,London,female,24,2,1,4,1,5,2,3,4,2,2,4,5,1,1,1,1,3,2,3,NA,2,1,1,1,7,3,8,2,7
2904,London,female,31,2,1,2,2,NA,3,3,4,4,2,2,2,3,2,4,2,2,4,4,2,NA,1,2,1,7,3,6,1,8
2905,London,male,44,2,2,4,2,2,4,4,3,3,3,3,2,2,2,2,2,1,3,3,3,2,1,2,1,7,4,6,2,2
2906,London,female,35,4,2,1,1,1,1,2,2,2,5,2,2,3,2,2,2,2,3,2,4,3,1,3,2,4,2,9,2,7
2907,London,male,77,1,1,1,1,2,3,2,1,1,2,2,1,2,1,1,1,1,1,3,2,1,1,1,1,4,3,3,2,8
2908,London,female,20,2,1,2,5,3,3,3,4,2,4,4,2,2,1,2,1,2,3,2,4,3,2,2,2,7,3,10,1,8
2909,London,male,58,2,2,2,4,4,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,10,4,1
2910,London,male,18,5,2,2,4,2,2,2,4,2,2,4,4,2,4,2,2,2,2,2,2,NA,2,3,2,6,2,8,2,4
2911,London,male,62,2,1,1,1,2,3,2,3,2,3,2,1,4,2,2,1,1,2,2,4,2,2,1,3,4,4,3,1,NA
2912,London,female,60,NA,1,5,5,NA,1,5,1,5,5,1,1,3,1,1,1,NA,5,1,2,NA,1,1,2,7,3,10,2,2
2913,London,male,52,2,2,2,NA,5,NA,3,NA,2,3,NA,1,2,3,NA,4,4,4,4,4,2,3,NA,4,7,2,6,2,NA
2914,London,female,45,NA,1,1,1,NA,NA,1,NA,NA,3,3,1,4,2,1,1,1,NA,NA,1,2,2,2,2,7,3,2,2,7
2915,London,female,23,2,1,2,2,3,2,2,NA,2,2,4,5,2,1,4,2,2,4,4,4,4,2,1,2,4,NA,5,2,8
2916,London,female,75,2,4,2,2,NA,NA,2,2,2,2,2,2,4,2,2,2,2,2,NA,4,2,1,1,1,4,2,4,2,1
2917,London,male,31,2,1,2,1,1,1,1,2,2,4,2,2,4,1,3,1,1,5,4,3,2,2,2,2,7,3,3,1,7
2918,London,female,46,NA,1,1,1,2,1,4,5,NA,5,5,NA,1,1,2,4,NA,2,5,4,2,2,1,2,1,2,5,4,1
2919,London,female,40,2,2,2,1,2,1,2,1,4,4,5,3,2,2,4,2,2,5,5,3,2,1,3,1,7,3,3,1,3
2920,London,female,34,2,1,2,2,NA,3,3,2,2,4,2,2,4,4,2,1,2,2,NA,4,4,1,2,1,7,3,6,1,8
2921,London,female,35,1,2,1,1,5,2,2,2,2,3,2,2,2,2,2,2,2,4,4,4,3,1,1,2,7,4,9,2,8
2922,London,female,58,4,1,1,1,4,3,2,4,2,2,2,1,1,2,2,1,1,3,4,2,4,1,2,2,4,3,10,NA,8
2923,London,male,64,1,1,1,1,5,2,4,4,3,5,2,2,1,2,3,2,NA,2,4,4,2,4,NA,NA,4,1,3,1,1
2924,London,male,49,2,2,2,2,4,4,3,2,2,2,2,2,3,2,2,1,2,2,3,2,2,1,2,2,7,3,2,2,2
2925,London,male,33,NA,1,1,1,1,3,5,2,2,2,2,2,2,5,2,2,1,2,4,2,2,1,1,3,4,3,6,1,1
2926,London,female,34,2,2,2,2,2,2,2,1,1,1,1,3,3,4,2,2,2,2,2,2,2,1,1,4,7,4,4,5,2
2927,London,male,30,2,1,2,2,NA,4,4,1,1,1,1,3,3,2,2,4,2,2,NA,4,2,2,2,2,7,4,6,1,8
2928,London,male,41,4,1,5,2,2,4,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,4,3,5,2,4
2929,London,male,65,2,1,2,2,3,3,4,3,2,4,4,2,1,2,2,2,3,2,4,4,2,2,1,1,3,2,10,3,2
2930,London,female,58,4,1,2,1,1,5,4,4,2,5,5,2,1,4,4,2,NA,5,4,2,2,2,1,1,4,2,5,5,8
2931,London,male,60,NA,2,1,2,2,2,NA,4,2,2,2,2,2,1,2,2,NA,2,NA,2,2,3,2,1,5,3,10,1,7
2932,London,male,52,NA,2,2,2,4,NA,4,2,4,4,2,2,2,2,4,2,2,2,4,2,2,3,4,1,2,3,10,4,7
2933,London,female,49,1,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,1,2,2,4,3,2,1,8
2934,London,female,41,1,1,2,1,2,1,2,1,4,4,5,4,2,2,2,2,2,2,4,2,2,1,2,2,4,3,2,1,8
2935,London,female,32,2,1,1,1,NA,NA,NA,1,2,1,2,2,2,2,1,2,2,4,2,2,2,3,1,1,7,3,7,1,1
2936,London,female,77,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,3,1,4,2,10,1,7
2937,London,female,71,NA,1,1,1,2,3,3,3,2,5,5,2,2,4,3,4,NA,4,4,3,3,3,1,2,NA,2,10,4,1
2938,London,male,18,4,1,5,2,2,4,4,2,2,1,2,4,3,4,2,1,2,2,2,2,2,2,2,2,4,3,5,2,4
2939,London,female,64,NA,1,1,1,5,2,NA,2,2,1,4,NA,2,1,2,1,NA,2,4,NA,1,2,NA,NA,7,4,10,1,7
2940,London,male,67,2,2,2,4,4,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,10,4,1
2941,London,male,23,4,2,2,2,2,NA,4,1,2,2,1,3,3,3,2,2,2,3,2,NA,4,2,2,4,4,2,6,1,8
2942,London,male,30,4,1,5,2,2,4,4,2,5,4,2,4,1,4,2,1,2,2,2,2,2,2,2,2,4,3,5,2,4
2943,London,female,42,2,2,2,2,2,2,4,1,2,NA,2,5,2,2,2,2,2,2,2,5,2,1,4,2,4,2,1,1,1
2944,London,male,27,1,1,1,1,3,3,2,4,1,5,2,2,1,1,4,1,1,4,5,1,1,2,1,2,4,3,5,1,4
2945,London,female,31,2,4,2,1,NA,NA,NA,NA,2,2,2,NA,2,1,NA,2,2,NA,NA,2,NA,2,2,2,5,2,5,3,8
2946,London,male,26,2,1,2,1,1,1,1,3,3,2,2,2,2,1,2,1,2,NA,NA,4,NA,1,1,2,4,4,3,1,NA
2947,London,male,45,2,1,2,1,3,4,1,1,1,1,NA,NA,4,5,2,2,2,5,5,2,4,2,2,2,7,NA,6,NA,8
2948,London,male,18,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,1,2,4,3,8,1,8
2949,London,male,35,1,1,1,1,2,2,2,5,2,2,2,2,1,2,2,2,1,2,5,2,1,1,2,2,4,3,2,2,1
2950,London,female,52,2,2,1,2,2,2,4,5,2,2,2,2,1,2,2,2,2,2,4,2,2,3,2,2,7,3,6,1,7
2951,London,male,20,2,1,2,5,3,3,3,4,2,4,4,2,2,1,2,1,2,3,2,4,3,2,2,2,7,3,10,1,8
2952,London,female,27,1,1,1,1,1,2,3,2,1,4,2,3,1,2,2,4,2,2,4,4,2,2,2,1,7,4,10,2,8
2953,London,female,46,1,2,1,2,3,3,NA,4,4,2,2,2,1,1,2,2,2,3,3,2,3,1,1,1,4,3,3,1,1
2954,London,female,42,1,1,1,1,2,2,1,1,2,1,1,3,3,NA,1,1,1,4,5,1,1,1,1,1,5,5,NA,2,1
2955,London,female,56,4,1,1,1,4,3,2,4,2,2,2,1,1,2,2,1,1,3,4,2,4,1,2,2,4,3,10,NA,8
2956,London,male,45,3,1,2,2,4,4,2,3,4,4,2,3,2,4,4,2,3,4,4,2,3,4,3,2,4,2,10,2,NA
2957,London,male,47,1,1,1,1,NA,NA,4,4,4,2,2,2,1,1,2,2,2,3,3,2,3,1,1,1,4,3,3,1,1
2958,London,male,42,2,2,3,2,3,4,4,2,2,1,2,2,NA,4,4,2,NA,3,4,2,NA,2,2,1,7,3,6,2,7
2959,London,female,44,1,2,1,2,3,NA,3,1,1,1,1,3,3,2,2,1,2,3,5,2,2,3,2,2,7,4,5,1,7
2960,London,female,49,2,1,2,2,2,4,5,2,4,5,2,5,2,2,2,2,2,2,2,5,2,1,4,2,4,2,1,1,1
2961,London,female,41,2,2,2,2,4,4,2,1,2,2,2,2,1,2,2,2,2,4,4,2,2,1,2,2,4,NA,10,2,2
2962,London,male,22,2,1,1,1,2,2,2,4,2,NA,1,2,2,1,2,2,1,2,3,2,2,1,2,1,7,1,8,1,2
2963,London,female,20,1,1,1,1,3,3,4,2,1,2,3,2,5,2,2,2,1,3,3,3,2,1,2,1,7,4,6,2,2
2964,London,female,28,1,1,1,1,3,2,4,4,2,2,4,2,2,4,4,2,1,2,2,1,2,3,1,1,7,4,6,1,2
2965,London,female,33,2,2,1,2,4,2,4,2,2,1,2,2,NA,4,4,2,2,2,4,2,2,3,2,2,7,3,6,1,7
