id,area,gender,age,lots_of_jobs,high_PoL,good_city_culture,places_for_visitors,quality_education,public_crisis_support,good_for_kids,places_for_disadvantaged,quality_of_healthcare,safe_at_night,safe_from_accidents,safe_drinking_public_water,air_pollution_problem,good_public_transport,nice_close_places,close_groceries,easy_city_info,gov_address_citizen_issues,admin_transparent,friends_come_over_lots,lots_volunteer_activities,health_score,city_pride,happy_score,education,household_income,occupation,marital_status,religion
5341,NYC,male,29,1,1,1,1,NA,1,2,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,7,5,6,2,2
5342,NYC,female,74,4,2,2,4,2,2,2,2,3,4,3,4,3,2,2,2,2,2,2,3,2,3,2,2,4,2,10,1,2
5352,NYC,male,39,3,2,1,1,4,3,3,3,5,2,5,1,1,2,2,1,1,4,4,2,1,1,1,1,7,4,2,1,8
5355,NYC,male,50,3,1,2,1,3,4,2,2,4,4,3,4,1,3,2,2,2,2,4,1,3,2,3,2,7,3,2,2,8
5357,NYC,male,60,3,1,2,2,3,4,4,5,5,5,3,3,4,3,4,3,4,4,2,4,3,4,3,3,7,2,10,1,NA
5372,NYC,female,60,4,1,1,1,3,4,2,4,5,3,3,2,2,1,1,1,NA,4,2,5,2,3,1,NA,7,NA,10,4,NA
5377,NYC,female,50,4,1,1,1,3,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,1
5389,NYC,female,59,4,1,1,2,4,3,3,4,4,3,3,1,3,1,1,1,1,2,2,3,1,2,1,2,7,4,6,5,8
5408,NYC,male,67,2,2,2,2,3,2,3,2,2,3,4,2,4,2,2,2,3,3,4,3,4,3,1,2,4,3,10,2,1
5418,NYC,female,22,3,1,1,1,3,3,3,3,3,3,3,3,4,5,5,5,5,3,3,3,5,5,3,3,6,1,8,1,1
5420,NYC,female,65,3,1,1,1,3,2,3,1,1,2,3,3,5,1,1,1,1,2,3,5,1,1,1,1,7,3,6,1,2
5425,NYC,male,46,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,5,1,1
5437,NYC,female,50,5,1,2,1,4,4,4,3,4,2,3,2,3,2,2,2,2,4,3,5,1,1,1,2,7,4,6,3,7
5444,NYC,female,34,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,4,1,1,1,4,4,2,2,4,4,1,3,1,1
5456,NYC,male,25,5,1,3,1,4,3,1,4,3,1,2,1,4,1,1,1,1,3,2,1,1,1,1,2,7,4,3,5,8
5464,NYC,male,52,2,4,1,1,3,3,2,2,2,2,2,2,3,1,1,1,1,2,2,4,1,1,1,1,7,4,6,1,8
5472,NYC,female,45,2,1,1,1,1,5,2,2,4,4,4,4,2,1,2,1,2,4,4,4,2,2,2,4,5,3,3,2,2
5475,NYC,female,32,3,1,1,1,NA,NA,2,NA,NA,2,2,4,2,1,4,2,2,NA,NA,2,2,1,2,2,7,3,10,2,NA
5479,NYC,male,46,2,1,1,1,4,2,2,1,1,1,3,4,1,1,1,1,1,2,1,3,1,3,1,1,7,4,6,5,1
5491,NYC,male,67,3,1,1,1,1,3,3,4,4,2,3,1,3,1,1,1,1,3,3,5,2,1,1,1,7,3,6,3,3
5493,NYC,female,72,3,1,1,1,3,2,3,2,3,3,3,3,2,1,1,1,2,2,3,1,1,3,1,1,7,3,10,4,7
5500,NYC,male,55,2,1,2,2,2,3,3,2,1,1,1,2,1,1,2,2,3,2,1,2,2,1,2,3,4,2,6,2,NA
5529,NYC,female,46,3,1,2,1,1,5,1,2,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,7,5,6,2,3
5531,NYC,male,27,NA,1,1,1,NA,3,4,3,3,2,4,1,1,1,1,1,1,3,3,5,1,2,2,1,7,3,6,1,3
5540,NYC,female,38,2,1,1,1,4,4,3,3,2,2,4,2,2,2,4,1,2,2,2,2,1,1,1,2,7,3,3,2,2
5551,NYC,female,20,3,1,1,4,3,3,4,3,3,3,3,2,4,3,4,5,5,3,2,1,3,3,1,4,4,2,3,1,2
5553,NYC,male,60,1,1,1,1,4,5,3,4,5,4,3,4,1,1,1,5,4,4,2,1,1,2,1,2,7,4,6,2,3
5557,NYC,female,25,5,1,2,2,1,3,5,3,5,2,3,5,2,1,5,1,1,5,5,5,3,2,3,2,6,2,8,1,8
5578,NYC,female,19,1,2,3,2,1,1,3,2,3,4,3,2,1,2,1,1,3,3,2,2,4,1,1,3,3,3,8,1,1
5582,NYC,female,53,4,2,2,2,2,5,1,2,2,2,2,2,1,1,1,2,1,2,3,3,1,1,1,1,7,4,9,2,3
5591,NYC,male,29,2,1,2,2,4,4,3,4,3,2,2,2,1,1,1,1,1,4,3,1,1,1,1,2,7,4,6,2,6
5609,NYC,female,26,5,1,1,1,2,2,4,2,2,4,2,5,2,1,2,1,1,5,5,2,4,2,1,2,4,2,5,1,1
5613,NYC,female,36,4,2,NA,2,4,4,4,2,2,5,2,4,2,2,5,2,2,4,3,4,4,2,5,2,6,2,8,1,2
5633,NYC,male,99,4,1,1,2,4,3,3,2,2,3,2,5,2,1,2,1,1,3,3,3,2,2,2,2,7,NA,10,NA,NA
5646,NYC,male,50,1,1,1,1,2,2,4,3,3,3,2,2,4,1,2,1,1,2,4,4,2,1,1,2,4,3,5,2,NA
5650,NYC,male,62,1,2,1,1,1,NA,1,NA,2,3,2,1,4,2,2,1,NA,NA,2,5,1,2,1,2,7,5,5,4,3
5661,NYC,male,24,2,1,1,1,3,4,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,7,5,6,3,NA
5668,NYC,female,50,5,1,4,2,4,4,3,4,4,4,4,3,2,3,4,3,4,4,4,2,2,1,3,3,7,3,11,1,8
5700,NYC,male,24,3,1,1,1,3,1,4,1,1,2,2,1,2,1,1,1,1,2,4,2,1,1,1,1,7,4,2,2,3
5702,NYC,female,52,3,1,1,1,4,4,2,3,4,2,3,1,4,1,1,1,2,3,4,1,1,1,2,2,7,3,6,2,1
5708,NYC,male,24,1,1,1,2,2,2,2,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,3,5,3,6,2,2
5714,NYC,male,25,2,1,1,1,4,3,2,2,1,2,3,1,1,1,1,1,1,2,2,1,1,2,2,2,7,5,6,1,5
5731,NYC,male,56,2,1,1,1,2,1,3,4,4,2,2,2,3,1,1,1,1,2,3,1,2,2,1,1,4,3,6,1,7
5745,NYC,male,41,4,2,2,1,4,4,2,2,2,2,1,2,2,1,2,2,2,2,NA,2,2,1,2,2,7,4,6,1,2
5759,NYC,female,51,3,2,2,1,3,2,2,2,2,2,2,2,2,2,3,2,2,4,3,4,1,1,1,1,4,4,5,1,8
5760,NYC,male,38,2,1,1,1,3,5,2,3,2,2,4,1,2,1,3,1,1,3,2,3,1,1,1,2,6,4,8,2,NA
5761,NYC,male,70,NA,2,2,2,NA,NA,2,NA,NA,4,NA,3,2,2,4,2,NA,NA,NA,4,2,2,2,2,7,3,10,4,8
5762,NYC,male,57,2,1,1,1,1,3,4,2,2,4,4,2,2,1,4,2,1,2,2,4,1,1,2,2,7,3,6,1,2
5768,NYC,female,44,4,4,2,2,3,4,5,5,3,5,3,3,4,2,3,2,2,1,1,3,3,4,NA,NA,NA,NA,NA,NA,8
5774,NYC,male,42,1,1,1,1,3,1,1,2,2,2,2,2,4,2,2,2,2,3,3,3,1,1,1,2,7,3,6,2,8
5790,NYC,male,58,1,2,1,1,1,NA,2,1,3,2,2,2,2,1,1,1,3,3,3,1,1,1,1,1,7,3,10,1,3
5809,NYC,female,37,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,6,4,6,2,8
5812,NYC,male,45,3,1,1,2,4,5,4,4,3,3,4,2,4,4,4,2,2,4,3,2,2,1,2,2,7,4,6,1,1
5817,NYC,female,24,4,5,NA,5,3,2,2,3,4,3,5,2,2,4,1,2,NA,NA,3,3,2,3,2,2,6,3,8,2,1
5827,NYC,female,22,5,1,1,1,1,3,2,4,4,3,3,3,3,1,2,1,1,2,1,3,2,2,1,2,7,NA,10,1,1
5849,NYC,female,60,4,1,3,1,3,2,3,2,2,3,4,5,5,2,3,1,2,4,3,2,3,3,2,2,4,3,9,3,1
5855,NYC,female,33,NA,1,NA,2,NA,NA,1,NA,1,1,2,2,2,NA,2,1,3,NA,NA,3,2,3,1,2,7,3,6,3,8
5862,NYC,male,60,4,1,1,1,4,4,3,3,3,2,2,2,2,1,2,3,1,3,4,2,1,2,2,1,7,4,6,2,2
5868,NYC,female,33,1,2,1,1,NA,NA,3,3,1,2,3,1,3,1,2,1,NA,1,1,2,1,2,1,1,6,5,8,4,3
5875,NYC,male,31,NA,2,NA,2,4,2,2,4,4,4,2,4,2,2,4,4,2,2,2,4,2,3,2,3,7,3,10,4,8
5878,NYC,female,42,3,3,3,2,1,2,3,4,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,2,4,3,3,2,1
5881,NYC,male,31,2,2,1,1,2,NA,4,NA,2,2,2,2,3,3,2,1,1,NA,NA,3,1,1,2,2,7,4,6,3,1
5910,NYC,female,40,3,1,2,1,5,3,2,2,3,2,2,2,2,1,1,1,1,2,3,4,2,1,1,1,7,3,6,3,7
5915,NYC,male,55,3,1,1,1,2,2,2,1,2,1,3,2,2,1,3,2,1,2,2,3,2,2,1,1,7,5,7,2,3
5934,NYC,male,29,3,1,2,1,1,3,3,2,4,4,2,4,1,1,4,2,3,4,4,4,2,1,1,1,3,2,10,1,3
5946,NYC,male,60,NA,1,2,1,4,2,3,2,4,2,3,2,1,1,1,1,1,2,2,3,1,3,1,2,7,2,10,3,8
5970,NYC,male,51,1,1,1,1,5,5,1,2,2,1,2,2,4,1,1,1,1,4,4,2,1,2,2,1,7,5,6,3,3
5974,NYC,female,59,2,2,2,2,NA,2,2,4,1,2,2,2,4,2,2,2,2,2,2,2,2,1,1,1,7,4,9,2,NA
5975,NYC,female,48,3,1,NA,5,NA,4,5,5,5,5,4,4,1,5,4,2,5,5,5,5,1,1,4,4,4,2,4,1,1
5993,NYC,female,38,1,1,1,1,4,3,2,3,1,2,2,1,3,1,1,1,3,3,3,2,1,1,1,1,7,4,6,2,3
5996,NYC,male,31,3,1,3,2,4,3,3,2,2,3,3,2,2,2,2,2,NA,2,2,3,2,2,3,4,7,4,6,2,8
6003,NYC,male,49,2,1,1,1,5,3,4,NA,2,2,2,2,4,4,4,2,1,2,3,2,2,2,2,2,7,4,NA,NA,NA
6004,NYC,male,40,2,1,1,1,NA,NA,3,2,NA,2,3,3,2,1,1,1,2,NA,NA,3,1,2,1,2,7,4,6,2,1
6030,NYC,female,59,3,1,1,1,5,5,3,5,5,3,3,1,2,3,5,3,3,3,2,4,3,2,2,2,7,3,2,2,7
6031,NYC,male,49,2,1,1,1,5,5,3,3,5,5,4,5,5,3,3,2,1,5,5,3,1,2,1,2,4,1,5,1,7
6041,NYC,female,40,5,1,5,3,5,5,5,5,5,5,2,5,1,2,5,2,1,5,5,5,3,1,1,2,7,2,3,3,1
6069,NYC,male,48,2,1,3,2,5,5,5,4,3,2,2,2,2,1,4,2,1,5,4,3,1,1,2,2,7,2,2,1,1
6072,NYC,male,56,2,1,1,1,1,2,1,3,3,2,1,1,2,1,1,1,1,2,3,2,1,1,1,1,7,5,6,2,8
6074,NYC,female,56,2,2,2,2,4,3,1,3,2,2,3,1,2,2,2,2,2,3,4,1,1,1,1,2,7,3,6,2,NA
6082,NYC,male,21,3,1,1,1,3,3,3,2,1,1,3,2,3,1,2,1,2,2,2,3,1,1,2,2,7,3,9,2,1
6097,NYC,female,77,5,1,1,1,4,3,3,4,2,2,3,2,1,2,1,1,1,2,5,2,2,2,1,1,7,3,11,1,2
6102,NYC,female,19,4,2,4,1,2,2,1,2,2,2,4,2,2,2,1,1,2,3,3,2,2,1,1,2,3,3,8,1,1
6103,NYC,female,36,3,1,1,1,2,1,1,4,4,2,2,2,4,1,2,2,2,2,4,2,2,2,1,2,7,3,10,2,1
6134,NYC,female,65,2,2,NA,2,1,2,2,2,2,4,2,NA,2,2,4,2,NA,2,2,2,2,2,1,1,7,3,6,2,1
6138,NYC,male,53,3,2,2,1,3,2,4,2,2,2,2,1,4,1,2,1,1,2,3,4,2,2,1,2,4,3,6,2,8
6147,NYC,female,70,1,NA,NA,NA,2,NA,2,2,4,4,NA,4,2,NA,2,2,NA,NA,NA,3,2,1,NA,1,3,2,10,3,1
6155,NYC,male,31,4,1,1,1,2,4,4,3,2,1,2,1,3,1,3,1,2,3,3,4,2,1,1,2,6,5,8,1,8
6179,NYC,male,18,3,2,2,2,4,4,4,4,5,2,2,2,4,2,3,2,2,5,5,2,3,2,2,1,7,3,2,3,1
6187,NYC,female,66,NA,1,NA,2,3,3,2,2,4,3,NA,2,4,2,NA,3,NA,2,3,1,NA,3,4,3,4,1,10,2,2
6191,NYC,female,29,4,1,3,1,4,3,3,3,3,4,4,1,1,1,3,1,1,3,3,3,3,1,1,1,6,3,8,1,1
6197,NYC,female,34,3,1,1,1,NA,3,3,3,3,4,2,1,1,2,2,1,2,2,3,4,2,2,1,3,7,3,6,1,3
6209,NYC,male,35,2,5,5,5,1,1,1,1,5,2,2,1,5,5,2,5,5,1,5,1,5,3,1,1,6,3,8,1,1
6215,NYC,female,48,1,1,1,1,5,5,2,3,4,2,3,1,2,1,3,1,1,3,2,2,1,1,1,1,7,4,2,1,NA
6218,NYC,male,44,1,1,2,2,3,3,2,3,2,1,2,1,3,2,1,1,1,2,2,2,1,1,1,1,4,4,6,2,3
6220,NYC,male,56,1,1,1,1,1,1,3,1,1,5,3,1,3,1,1,1,NA,NA,NA,2,1,1,3,1,4,3,6,4,1
6226,NYC,male,21,4,2,2,1,2,2,2,1,2,4,2,2,4,1,2,1,2,2,2,2,4,1,2,1,7,3,7,2,1
6265,NYC,female,29,3,1,1,1,1,4,4,3,5,2,2,2,3,2,2,2,2,4,4,2,2,2,1,1,7,3,7,1,7
6268,NYC,male,55,2,2,1,1,3,3,2,3,2,2,2,1,5,1,1,1,1,3,2,4,1,3,1,2,7,4,6,1,8
6290,NYC,male,24,2,1,1,1,3,3,2,3,2,2,2,2,2,1,2,1,2,2,3,3,2,2,1,2,5,3,7,1,1
6299,NYC,female,61,2,1,1,1,3,3,5,3,1,2,2,2,2,1,1,1,1,2,2,3,1,1,1,3,4,3,3,2,1
6308,NYC,female,58,1,1,1,1,3,3,3,2,1,4,3,2,3,2,2,1,1,3,3,4,3,1,2,3,7,4,3,2,3
6314,NYC,female,99,4,1,2,1,5,4,4,5,5,3,3,5,1,3,4,1,3,4,3,NA,1,1,2,2,7,NA,6,NA,7
6330,NYC,male,40,2,2,1,1,2,4,1,3,2,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,4,NA,6,2,NA
6331,NYC,female,27,2,1,2,5,2,4,4,1,2,2,2,2,5,2,1,2,4,1,1,1,1,2,1,2,4,NA,3,1,3
6341,NYC,male,32,3,1,1,1,NA,3,3,3,2,2,2,2,1,2,2,1,1,3,1,5,2,1,1,1,7,4,2,1,NA
6342,NYC,male,46,1,1,2,2,5,4,3,3,2,2,2,1,3,2,3,1,3,3,2,2,2,1,2,1,7,3,3,2,7
6350,NYC,male,31,4,2,2,2,2,2,4,2,4,4,2,2,4,2,2,2,2,4,4,4,2,2,1,1,3,3,10,1,7
6354,NYC,female,66,5,1,1,1,5,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,10,2,1
6361,NYC,female,67,3,1,1,1,3,3,2,2,2,2,2,2,4,1,1,1,3,2,3,2,2,2,1,2,7,3,2,2,8
6366,NYC,male,24,1,1,1,1,4,3,3,2,1,2,3,2,3,1,1,1,1,1,1,2,1,2,2,4,7,5,7,2,3
6368,NYC,male,36,3,2,2,1,NA,3,NA,NA,4,2,3,2,3,2,2,2,1,2,2,2,3,2,3,2,7,3,2,2,6
6369,NYC,female,49,3,1,3,4,5,5,5,5,5,5,5,5,1,3,5,1,1,5,5,5,NA,2,3,5,4,3,5,3,2
6372,NYC,male,35,2,1,1,1,4,3,2,2,3,1,4,1,2,1,2,1,1,2,2,2,1,3,2,2,7,4,2,2,2
6380,NYC,male,48,3,1,1,1,3,3,4,3,3,2,2,2,3,3,1,1,2,3,4,3,3,2,2,2,7,4,6,2,1
6388,NYC,male,31,2,2,1,1,4,2,1,2,2,1,1,1,2,1,1,1,1,2,NA,2,1,1,1,1,7,3,2,1,8
6389,NYC,female,26,2,1,1,1,5,3,3,5,5,1,3,2,1,1,2,2,4,3,3,2,2,2,3,3,6,3,8,1,7
6391,NYC,male,77,3,3,1,1,2,1,2,2,1,1,5,1,1,1,2,1,3,5,4,3,1,3,1,3,4,3,10,1,3
6410,NYC,male,74,2,1,1,1,4,1,3,1,1,3,4,2,1,1,1,1,1,1,1,3,1,2,1,1,7,4,6,2,3
